FIRST_SCRAPED_AT_DATE,SCRAPED_AT_DATE,VIN,HEADING,YEAR,MODEL,TRIM,MILES,PRICE,TRANSMISSION,INTERIOR_COLOR,EXTERIOR_COLOR
,2017-08-02,WP0CB2A97DS155140,2013 Porsche 911,2013,911,Carrera S,15326,84900,Manual,black,platinum silver metallic
,2017-08-02,WP0CB2A97DS155140,2013 Porsche 911,2013,911,Carrera S,15326,84900,Manual,,platinum silver metallic
,2017-08-02,WP0CB2A99FS143073,2015 Porsche 911 S 2dr Cabriolet Carrera,2015,911,Carrera S,3933,92884,Manual,beige,white
,2017-08-02,WP0CB2A99FS143073,2015 Porsche 911 S 2dr Cabriolet Carrera,2015,911,Carrera S,3933,91884,Manual,beige,white
,2017-08-02,WP0CD2A96HS178649,2017 Porsche 911 Turbo,2017,911,Turbo,985,171995,Manual,Espresso/Cognac,Carrara White Metallic
,2017-08-02,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,6336,169544,Manual,,
,2017-08-03,WP0AA2A90GS106439,2016 Porsche 911 Carrera Black Edition Coupe,2016,911,Carrera,4794,82988,Manual,black,black
,2017-08-03,WP0AA2A91FS106707,2015 Porsche 911 Carrera,2015,911,Carrera,16207,73899,Manual,,
,2017-08-03,WP0AA2A92HS106525,2017 Porsche 911 Carrera,2017,911,Carrera,16527,89394,Manual,standard interior in black,night blue metallic
,2017-08-03,WP0AA2A94DS107055,2013 Porsche 911,2013,911,Carrera,41178,58996,Manual,,white
,2017-08-03,WP0AA2A95HS107703,2017 Porsche 911,2017,911,Carrera,65,94990,Manual,,carmine red
,2017-08-03,WP0AA2A97ES106631,2014 Porsche 911 Carrera,2014,911,Carrera,29570,65900,Manual,agate gray,
,2017-08-03,WP0AA2A97HS108187,2017 Porsche 911,2017,911,Carrera,590,95900,Manual,,jet black metallic
,2017-08-03,WP0AA2A98FS106803,2015 Porsche 911,2015,911,Carrera,4152,79800,Manual,black,white
,2017-08-03,WP0AA2A98GS106155,2016 Porsche 911 Carrera Coupe,2016,911,Carrera,10123,89881,Manual,,white
,2017-08-03,WP0AB2A90GS122847,2016 Porsche 911 S Coupe,2016,911,Carrera S,630,99988,Manual,black luxor beige,lava orange
,2017-08-03,WP0AB2A90GS122847,2016 Porsche 911 S,2016,911,Carrera S,630,99988,Manual,black luxor beige,lava orange
,2017-08-03,WP0AB2A90GS122847,2016 Porsche 911 S,2016,911,Carrera S,630,100838,Manual,black luxor beige,lava orange
,2017-08-03,WP0AB2A91FS125450,2015 Porsche 911,2015,911,Carrera S,27957,88799,Manual,garnet red,gray
,2017-08-03,WP0AB2A91HS122518,2017 Porsche 911 Carrera Coupe,2017,911,Carrera S,6754,112900,Manual,,silver
,2017-08-03,WP0AB2A91HS123667,2017 Porsche 911 Carrera S Coupe,2017,911,Carrera S,4467,107679,Automatic,black,
2013-10-03,2017-08-03,WP0AB2A92ES120210,2014 Porsche 911 Carrera 4S,2014,911,Carrera S,11905,102750,Manual,carrera red,white
,2017-08-03,WP0AB2A92ES120210,2014 Porsche 911 Carrera 4S,2014,911,Carrera S,11905,99750,Manual,carrera red,white
,2017-08-03,WP0AB2A92FS125084,2015 Porsche 911,2015,911,Carrera GTS,4472,102800,Automatic,black,rhodium silver metallic
,2017-08-03,WP0AB2A92GS123420,2016 Porsche 911 Carrera Coupe,2016,911,Carrera S,3758,96990,Manual,,Silver
,2017-08-03,WP0AB2A95FS110322,2015 Porsche 911 Carrera 4S,2015,911,Carrera S,17078,97898,Manual,standard interior in black,black
,2017-08-03,WP0AB2A95HS124403,Used 2017 Porsche 911 Carrera S Coupe,2017,911,Carrera S,710,118992,Manual,black,racing yellow
,2017-08-03,WP0AB2A95HS124403,Used 2017 Porsche 911 Carrera S Coupe,2017,911,Carrera S,710,119991,Manual,black,racing yellow
,2017-08-03,WP0AB2A96DS123321,2013 Porsche 911 S,2013,911,Carrera S,32148,74991,Manual,black,white
,2017-08-03,WP0AB2A96DS123321,Used 2013 Porsche 911 Carrera,2013,911,Carrera S,32158,74991,Manual,,white
,2017-08-03,WP0AB2A97DS123134,2013 Porsche 911,2013,911,Carrera S,21342,80997,Manual,black,gray
,2017-08-03,WP0AB2A98FS124425,2015 Porsche 911 Carrera S,2015,911,Carrera S,30933,87898,Manual,leather interior in black,rhodium silver metallic
,2017-08-03,WP0AB2A98GS122515,2016 Porsche 911,2016,911,Carrera S,4678,105800,Manual,black/garnet red,jet black metallic
,2017-08-03,WP0AB2A99HS123092,2017 Porsche 911,2017,911,Carrera S,7497,117900,Manual,black,gt silver metallic
,2017-08-03,WP0AB2A9XHS122226,2017 Porsche 911,2017,911,Carrera S,4741,109990,Manual,,white
,2017-08-03,WP0AB2A9XHS123506,2017 Porsche 911,2017,911,Carrera S,2377,115900,Manual,,graphite
2017-07-13,2017-08-03,WP0AC2A93ES183491,2014 Porsche 911 GT3,2014,911,GT3,6353,132993,Manual,,
,2017-08-03,WP0AC2A93ES183491,2014 Porsche 911 GT3,2014,911,GT3,6353,132993,Manual,,
,2017-08-03,WP0AC2A99FS183335,2015 Porsche 911 GT3 2dr Coupe,2015,911,GT3,5548,146786,Manual,black / alcantara,white
,2017-08-03,WP0AC2A99FS183576,2015 Porsche 911 GT3 Coupe,2015,911,GT3,14112,139990,Manual,black,jet black
2013-12-17,2017-08-03,WP0AD2A90ES166127,Used 2014 Porsche 911 2dr Cpe Turbo S,2014,911,Turbo S,38453,119991,Manual,black,silver
,2017-08-03,WP0AD2A91DS766167,2013 Porsche 911 Turbo S Coupe,2013,911,Turbo S,14492,107745,Automatic,black,black
,2017-08-03,WP0AD2A91HS166285,2017 Porsche 911 Turbo Coupe,2017,911,Turbo,1601,159992,Manual,espresso/cognac,agate gray metallic
,2017-08-03,WP0AD2A91HS167324,2017 Porsche 911 Turbo Coupe,2017,911,Turbo,1116,159800,Manual,black/bordeaux red,gt silver metallic
,2017-08-03,WP0AD2A92FS166129,2015 Porsche 911,2015,911,Turbo S,9741,142987,Manual,,white
,2017-08-03,WP0AD2A95FS160311,2015 Porsche 911 Turbo 2dr Cpe Coupe,2015,911,Turbo,22250,121983,Manual,black,black
,2017-08-03,WP0AD2A95FS160311,2015 Porsche 911 Turbo 2dr Cpe,2015,911,Turbo,22250,121983,Manual,black,black
,2017-08-03,WP0AD2A95FS160311,2015 Porsche 911 Turbo 2dr Cpe Coupe,2015,911,Turbo,22250,121982,Manual,black,black
,2017-08-03,WP0AF2A92GS192838,2016 Porsche 911 GT3 RS,2016,911,GT3 RS,4602,214991,Manual,,
,2017-08-03,WP0AF2A94GS192193,Used 2016 Porsche 911 GT3 RS,2016,911,GT3 RS,1032,229995,Manual,black/gt silver,ultraviolet
2017-08-03,2017-08-03,WP0BA2A94FS132089,2015 Porsche 911 Targa 4,2015,911,Targa 4,15317,107991,Manual,leather interior in black/garnet red,carrara white metallic
,2017-08-03,WP0BA2A98GS132095,2016 Porsche 911,2016,911,Targa 4,24592,98980,Manual,luxor beige,white
,2017-08-03,WP0CA2A95FS137113,2015 Porsche 911,2015,911,Carrera,19755,81988,Manual,biege,white
,2017-08-03,WP0CA2A98HS141627,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,3797,105900,Manual,standard interior in luxor beige,black
,2017-08-03,WP0CB2A91DS156624,2013 Porsche 911 Carrera 4S,2013,911,Carrera S,13644,83977,Manual,luxor beige,guards red
,2017-08-03,WP0CB2A94CS754334,2012 Porsche 911 Carrera S,2012,911,Carrera S,11037,77436,Automatic,black,meteor gray metallic
,2017-08-03,WP0CB2A94FS154434,2015 Porsche 911 Carrera 4S Cabriolet,2015,911,Carrera S,9915,99900,Manual,standard interior in black,black
,2017-08-03,WP0CB2A94FS155230,2015 Porsche 911 Carrera S Cabriolet,2015,911,Carrera S,15420,103991,Manual,leather interior in black/luxor beige,dark blue metallic
2017-08-03,2017-08-03,WP0CB2A94GS154189,2016 Porsche 911,2016,911,Carrera S,6337,119980,Manual,black/luxor beige,jet black metallic
,2017-08-03,WP0CB2A96FS154080,2015 Porsche 911 Carrera 4S,2015,911,Carrera S,13075,104949,Manual,,
,2017-08-03,WP0CB2A96FS154080,2015 Porsche 911 Carrera 4S,2015,911,Carrera S,13075,107768,Manual,,
,2017-08-03,WP0CB2A97DS155140,2013 Porsche 911,2013,911,Carrera S,15326,84900,Manual,,platinum silver metallic
,2017-08-03,WP0CB2A97HS154320,2017 Porsche 911,2017,911,Carrera S,503,119900,Manual,,Miami Blue
,2017-08-03,WP0CB2A9XFS154535,2015 Porsche 911 Carrera Convertible,2015,911,Carrera GTS,12760,109490,Manual,other,grey
2017-08-01,2017-08-03,WP0CB2A9XFS154535,2015 Porsche 911 Carrera Convertible,2015,911,Carrera GTS,12760,109490,Manual,other,grey
,2017-08-03,WP0CD2A91DS773127,2013 Porsche 911,2013,911,Turbo S,17326,99800,Manual,carrera red,meteor grey metallic
2015-11-16,2017-08-03,WP0CD2A99FS178674,2015 Porsche 911 Turbo Cabriolet,2015,911,Turbo,5299,154888,Manual,leather interior in black,black
,2017-08-04,WP0AA2A90GS106439,2016 Porsche 911 Carrera Black Edition Coupe,2016,911,Carrera,4794,82988,Manual,black,black
,2017-08-04,WP0AA2A94FS106829,2015 Porsche 911 Carrera,2015,911,Carrera,13484,71888,Manual,,white
,2017-08-04,WP0AB2A91HS122518,2017 Porsche 911,2017,911,Carrera S,6754,112900,Manual,,silver
,2017-08-04,WP0AB2A92FS124310,2015 Porsche 911 Carrera 4S Coupe,2015,911,Carrera S,17160,98500,Manual,black,rhodium silver metallic
,2017-08-04,WP0AB2A92FS124310,2015 Porsche 911 Carrera 4S,2015,911,Carrera S,17160,97900,Manual,black,rhodium silver metallic
,2017-08-04,WP0AB2A94GS122673,2016 Porsche 911 Carrera GTS,2016,911,Carrera GTS,3420,123800,Manual,black leather interior incl. alcantara gts packag,carmine red
,2017-08-04,WP0AB2A97HS122118,2017 Porsche 911 Carrera S Coupe Coupe,2017,911,Carrera S,4142,117994,Manual,black/bordeaux red,jet black
,2017-08-04,WP0AB2A9XES122402,2014 Porsche 911 Carrera S,2014,911,Carrera S,31906,83900,Manual,,black
2017-05-27,2017-08-04,WP0AB2A9XHS122159,2017 Porsche 911 Carrera S Coupe Coupe,2017,911,Carrera S,4857,117994,Automatic,BLACK,Miami Blue
,2017-08-04,WP0AC2A93ES183491,2014 Porsche 911 GT3,2014,911,GT3,6353,133843,Manual,black,sapphire blue
,2017-08-04,WP0AC2A93ES183491,2014 Porsche 911 GT3,2014,911,GT3,6353,132993,Manual,,
,2017-08-04,WP0AC2A94FS183159,2015 Porsche 911 GT3,2015,911,GT3,13324,143991,Manual,,
,2017-08-04,WP0AC2A95GS184077,Used 2016 Porsche 911 2dr Cpe GT3,2016,911,GT3,5028,185995,Manual,,silver
,2017-08-04,WP0AD2A90HS167427,New 2017 Porsche 911 Turbo S,2017,911,Turbo S,24,229630,Manual,graphite blue,carrera white
,2017-08-04,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-08-04,WP0AD2A94FS166374,2015 Porsche 911,2015,911,Turbo,33305,112900,Automatic,,Rhodium Silver Metallic
,2017-08-04,WP0AD2A94FS166374,2015 Porsche 911,2015,911,Turbo,33305,118990,Automatic,,rhodium silver metallic
2017-08-04,2017-08-04,WP0AD2A96CS766423,2012 Porsche 911 Turbo S Coupe,2012,911,Turbo S,20045,105800,Manual,black,carrara white
,2017-08-04,WP0AD2A99ES167695,2014 Porsche 911 Turbo w 520+HP PDCC & Sport Chrono PKG Loaded Coupe,2014,911,Turbo,19287,113000,Manual,agate gray leather,agate gray metallic
,2017-08-04,WP0AD2A9XES166667,2014 Porsche 911 Turbo,2014,911,Turbo,29188,122700,Manual,yachting blue,white
,2017-08-04,WP0AD2A9XES166667,2014 Porsche 911 Turbo Coupe,2014,911,Turbo,29188,122700,Manual,yachting blue,white
,2017-08-04,WP0AD2A9XES166667,2014 Porsche 911 Turbo Coupe,2014,911,Turbo,29188,121995,Manual,yachting blue,white
,2017-08-04,WP0AD2A9XES166667,2014 Porsche 911 Turbo,2014,911,Turbo,29188,121995,Manual,yachting blue,white
,2017-08-04,WP0AF2A98GS192729,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,1312,219998,Manual,black/lava orange,lava orange
,2017-08-04,WP0BB2A94GS136223,2016 Porsche 911,2016,911,Targa 4S,4890,125977,Manual,black/platinum gray,guards red
,2017-08-04,WP0BB2A98FS135669,2015 Porsche 911 Targa 4S Coupe,2015,911,Targa 4S,15151,112998,Manual,espresso/cognac,mahogany metallic
,2017-08-04,WP0BB2A99JS134202,New 2018 Porsche 911 Targa 4 GTS,2018,911,GTS,6,183999,Manual,black,chalk
,2017-08-04,WP0CB2A92HS156377,2017 Porsche 911,2017,911,Carrera S,9,151650,Manual,,jet black metallic
,2017-08-04,WP0CB2A93ES154178,2014 Porsche 911 CARRERA 4S CAB Cabriolet Carrera 4S,2014,911,Carrera S,10222,94000,Manual,beige,blue
,2017-08-04,WP0CB2A95CS754391,2012 Porsche 911 S 2dr Cabriolet Carrera *Ltd Avail*,2012,911,Carrera S,4303,78484,Automatic,gray,gray
,2017-08-04,WP0CB2A96GS154422,2016 Porsche 911 Carrera S Convertible,2016,911,Carrera S,5400,108500,Manual,espresso,mahogany metallic
,2017-08-04,WP0CB2A97GS154610,2016 Porsche 911 Carrera S,2016,911,Carrera S,10979,114990,Manual,black,dark blue metallic
2017-08-04,2017-08-04,WP0CB2A97GS154610,2016 Porsche 911 Carrera S,2016,911,Carrera S,10979,114990,Manual,black,dark blue metallic
,2017-08-04,WP0CB2A97GS154610,2016 Porsche 911 Carrera S,2016,911,Carrera S,10979,115990,Manual,black,dark blue metallic
,2017-08-04,WP0CB2A98CS154867,2012 PORSCHE 911 CARRERA S CABRIOLET SPORT CHRONO NAV,2012,911,Carrera S,22857,74979,Manual,black,guards red
,2017-08-04,WP0CB2A9XFS154535,2015 Porsche 911,2015,911,Carrera GTS,12760,109490,Manual,,grey
,2017-08-04,WP0CB2A9XFS154535,2015 Porsche 911 2dr Coupe Carrera GTS,2015,911,Carrera GTS,12760,109490,Manual,,grey
,2017-08-04,WP0CB2A9XGS154259,2016 Porsche 911,2016,911,Carrera S,437,110900,Manual,,White
,2017-08-04,WP0CB2A9XGS154259,2016 Porsche 911,2016,911,Carrera S,437,111900,Manual,,White
,2017-08-05,WP0AA2A93DS106141,2013 Porsche 911 Carrera,2013,911,Carrera,21224,69888,Manual,black,black
,2017-08-05,WP0AA2A95GS106131,2016 Porsche 911 Carrera 4,2016,911,Carrera,1828,97991,Manual,black,black
,2017-08-05,WP0AA2A99JS105099,2018 Porsche 911 Carrera,2018,911,Base,0,113190,Manual,leather interior in black/luxor beige,carrara white metallic
,2017-08-05,WP0AB2A90GS122847,2016 Porsche 911 S,2016,911,Carrera S,630,99988,Manual,black luxor beige,lava orange
,2017-08-05,WP0AB2A91ES121543,2014 Porsche 911,2014,911,Carrera S,22761,86800,Automatic,black,rhodium silver metallic
,2017-08-05,WP0AB2A91HS123667,2017 Porsche 911 Carrera S Coupe,2017,911,Carrera S,4467,107679,Automatic,black,carrara white metallic
,2017-08-05,WP0AB2A92FS124310,2015 Porsche 911 Carrera 4S Coupe,2015,911,Carrera S,17160,97900,Manual,black,rhodium silver metallic
,2017-08-05,WP0AB2A94FS125569,2015 Porsche 911 Carrera 4S Coupe,2015,911,Carrera S,10878,103995,Manual,black,rhodium silver metallic
2017-01-08,2017-08-05,WP0AB2A95HS122098,2017 Porsche 911,2017,911,Carrera S,4938,124888,Manual,agate gray,miami blue
,2017-08-05,WP0AB2A9XES121797,2014 Porsche 911,2014,911,Carrera S,40715,79898,Manual,black,black
,2017-08-05,WP0AB2A9XES123209,2014 Porsche 911,2014,911,50th Anniversary Edition,0,119995,Manual,,white
,2017-08-05,WP0AC2A93ES183491,2014 Porsche 911 GT3,2014,911,GT3,6353,132993,Manual,,
,2017-08-05,WP0AC2A95FS183302,2015 Porsche 911 GT3,2015,911,GT3,16796,146988,Manual,,white
,2017-08-05,WP0AC2A95FS183302,Used 2015 Porsche 911 GT3 Coupe,2015,911,GT3,16796,136988,Manual,,white
,2017-08-05,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,,
,2017-08-05,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-08-05,WP0AD2A99GS166467,2016 Porsche 911 Turbo w/ 100k Warranty,2016,911,Turbo,40038,129900,Manual,black,rhodium silver metallic
,2017-08-05,WP0AD2A9XES166667,2014 Porsche 911 Turbo,2014,911,Turbo,29188,122700,Manual,yachting blue,white
2017-01-03,2017-08-05,WP0AF2A97GS195203,Porsche 911,2016,911,R,728,399995,Manual,not specified,not specified
,2017-08-05,WP0CA2A94FS141508,2015 Porsche 911 Carrera Cabriolet,2015,911,Carrera,26987,83981,Manual,leather interior in black/garnet red,rhodium silver
,2017-08-05,WP0CB2A90DS156534,Used 2013 Porsche 911 2dr Cabriolet Carrera 4S,2013,911,Carrera S,21086,82995,Manual,,black
,2017-08-05,WP0CB2A96FS154080,2015 Porsche 911 Carrera 4S,2015,911,Carrera S,13075,104949,Manual,,
,2017-08-05,WP0CB2A97GS154610,2016 Porsche 911 Carrera S Convertible WP0CB2A97GS154610,2016,911,Carrera S,10979,115990,Manual,black,dark blue metallic
,2017-08-05,WP0CB2A97GS154610,2016 Porsche 911 Carrera S RWD,2016,911,Carrera S,10979,115990,Manual,,dark blue metallic (blue)
,2017-08-05,WP0CB2A97GS154610,2016 Porsche 911 Carrera S Convertible,2016,911,Carrera S,10979,114990,Manual,black,Dark Blue Metallic
,2017-08-05,WP0CB2A97GS154610,2016 Porsche 911 Carrera S,2016,911,Carrera S,10979,114990,Manual,black,dark blue metallic
,2017-08-05,WP0CB2A97GS154610,2016 Porsche 911 Carrera S Convertible,2016,911,Carrera S,10979,114990,Manual,black,
,2017-08-05,WP0CB2A97GS154610,2016 Porsche 911 Carrera S Convertible,2016,911,Carrera S,10979,114990,Manual,black,dark blue metallic
,2017-08-05,WP0CB2A97GS154610,2016 Porsche 911 Carrera S RWD,2016,911,Carrera S,10979,114990,Manual,,dark blue metallic (blue)
,2017-08-05,WP0CB2A97GS154610,2016 Porsche 911 Carrera S RWD,2016,911,Carrera S,10979,115790,Manual,,dark blue metallic (blue)
,2017-08-05,WP0CB2A98HS156383,2017 Porsche 911 CARRERA CABRIOLET,2017,911,Carrera GTS,14,155500,Manual,,a1/black
,2017-08-05,WP0CB2A99FS154073,2015 Porsche 911 Carrera S Cabriolet Convertible,2015,911,Carrera S,14264,107888,Manual,black,black
,2017-08-05,WP0CB2A9XFS154535,2015 Porsche 911,2015,911,Carrera GTS,12760,109490,Manual,,grey
,2017-08-05,WP0CB2A9XFS154955,2015 Porsche 911 Carrera Convertible,2015,911,Carrera GTS,22787,106288,Manual,black,gt silver metallic
2013-10-01,2017-08-05,WP0CD2A95CS773288,2012 Porsche 911 Turbo Cabriolet,2012,911,Turbo S,23862,93993,Manual,,black
,2017-08-05,WP0CD2A96DS773124,2013 Porsche 911 Cabriolet,2013,911,Turbo,14379,109900,Manual,black,black
,2017-08-05,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,717,169944,Manual,black,gt silver metallic
,2017-08-05,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,6336,169544,Manual,black,gt silver metallic
,2017-08-05,WP0CD2A98HS178314,2017 Porsche 911 Turbo S Cabriolet Convertible,2017,911,Turbo S,1626,199990,Manual,black,jet black metallic
